sample_id,userid,sensor,body_part,side,sequence_length
31625,user04,smartwatch,hand,left,3000
31626,user04,smartwatch,hand,left,3000
31638,user04,smartwatch,hand,left,3000
31642,user04,smartwatch,hand,left,3000
31646,user04,smartwatch,hand,left,3000
31649,user04,smartwatch,hand,left,3000
31650,user04,smartwatch,hand,left,3000
31651,user04,smartwatch,hand,left,3000
31652,user04,smartwatch,hand,left,3000
31656,user04,smartwatch,hand,left,3000
31657,user04,smartwatch,hand,left,3000
31661,user04,smartwatch,hand,left,3000
31668,user04,smartwatch,hand,left,3000
31671,user04,smartwatch,hand,left,3000
31672,user04,smartwatch,hand,left,3000
31675,user04,smartwatch,hand,left,3500
31676,user04,smartwatch,hand,left,3500
31679,user04,smartwatch,hand,left,3500
31688,user04,smartwatch,hand,left,3500
31693,user04,smartwatch,hand,left,3500
31695,user04,smartwatch,hand,left,3500
31696,user04,smartwatch,hand,left,3500
31697,user04,smartwatch,hand,left,3500
31701,user04,smartwatch,hand,left,3500
31704,user04,smartwatch,hand,left,3500
31706,user04,smartwatch,hand,left,3500
31708,user04,smartwatch,hand,left,3500
31712,user04,smartwatch,hand,left,3500
31718,user04,smartwatch,hand,left,3500
31721,user04,smartwatch,hand,left,3500
31722,user04,smartwatch,hand,left,3500
31723,user04,smartwatch,hand,left,3500
31726,user04,smartwatch,hand,left,3500
31727,user04,smartwatch,hand,left,3500
31730,user04,smartwatch,hand,left,3500
31734,user04,smartwatch,hand,left,4000
31735,user04,smartwatch,hand,left,4000
31737,user04,smartwatch,hand,left,4000
31738,user04,smartwatch,hand,left,4000
31740,user04,smartwatch,hand,left,4000
31746,user04,smartwatch,hand,left,4000
31747,user04,smartwatch,hand,left,4000
31748,user04,smartwatch,hand,left,4000
31749,user04,smartwatch,hand,left,4000
31750,user04,smartwatch,hand,left,4000
31751,user04,smartwatch,hand,left,4000
31754,user04,smartwatch,hand,left,4000
31758,user04,smartwatch,hand,left,4000
31761,user04,smartwatch,hand,left,4000
31763,user04,smartwatch,hand,left,4000
31768,user04,smartwatch,hand,left,4000
31769,user04,smartwatch,hand,left,4000
31771,user04,smartwatch,hand,left,4000
31772,user04,smartwatch,hand,left,4000
31773,user04,smartwatch,hand,left,4000
31777,user04,smartwatch,hand,left,4000
31780,user04,smartwatch,hand,left,4000
31781,user04,smartwatch,hand,left,4000
31783,user04,smartwatch,hand,left,4000
31784,user04,smartwatch,hand,left,4000
31786,user04,smartwatch,hand,left,4000
31788,user04,smartwatch,hand,right,3000
31790,user04,smartwatch,hand,right,3000
31794,user04,smartwatch,hand,right,3000
31799,user04,smartwatch,hand,right,3000
31801,user04,smartwatch,hand,right,3000
31802,user04,smartwatch,hand,right,3000
31804,user04,smartwatch,hand,right,3000
31806,user04,smartwatch,hand,right,3000
31809,user04,smartwatch,hand,right,3000
31811,user04,smartwatch,hand,right,3000
31815,user04,smartwatch,hand,right,3000
31819,user04,smartwatch,hand,right,3000
31821,user04,smartwatch,hand,right,3000
31825,user04,smartwatch,hand,right,3000
31827,user04,smartwatch,hand,right,3000
31830,user04,smartwatch,hand,right,3000
31843,user04,smartwatch,hand,right,3000
31848,user04,smartwatch,hand,right,3500
31853,user04,smartwatch,hand,right,3500
31855,user04,smartwatch,hand,right,3500
31860,user04,smartwatch,hand,right,3500
31866,user04,smartwatch,hand,right,3500
31867,user04,smartwatch,hand,right,3500
31868,user04,smartwatch,hand,right,3500
31869,user04,smartwatch,hand,right,3500
31871,user04,smartwatch,hand,right,3500
31875,user04,smartwatch,hand,right,3500
31877,user04,smartwatch,hand,right,3500
31879,user04,smartwatch,hand,right,3500
31880,user04,smartwatch,hand,right,3500
31881,user04,smartwatch,hand,right,3500
31888,user04,smartwatch,hand,right,3500
31889,user04,smartwatch,hand,right,3500
31890,user04,smartwatch,hand,right,3500
31891,user04,smartwatch,hand,right,3500
31892,user04,smartwatch,hand,right,3500
31900,user04,smartwatch,hand,right,3500
31902,user04,smartwatch,hand,right,3500
31904,user04,smartwatch,hand,right,4000
31907,user04,smartwatch,hand,right,4000
31911,user04,smartwatch,hand,right,4000
31913,user04,smartwatch,hand,right,4000
31919,user04,smartwatch,hand,right,4000
31920,user04,smartwatch,hand,right,4000
31925,user04,smartwatch,hand,right,4000
31928,user04,smartwatch,hand,right,4000
31929,user04,smartwatch,hand,right,4000
31932,user04,smartwatch,hand,right,4000
31933,user04,smartwatch,hand,right,4000
31935,user04,smartwatch,hand,right,4000
31944,user04,smartwatch,hand,right,4000
31946,user04,smartwatch,hand,right,4000
31949,user04,smartwatch,hand,right,4000
31953,user04,smartwatch,hand,right,4000
31960,user04,smartwatch,hand,right,4000
31962,user04,vicon,foot,left,3000
31964,user04,vicon,foot,left,3000
31965,user04,vicon,foot,left,3000
31966,user04,vicon,foot,left,3000
31969,user04,vicon,foot,left,3000
31974,user04,vicon,foot,left,3500
31977,user04,vicon,foot,left,3500
31978,user04,vicon,foot,left,3500
31979,user04,vicon,foot,left,3500
31981,user04,vicon,foot,left,3500
31983,user04,vicon,foot,left,4000
31986,user04,vicon,foot,left,4000
31993,user04,vicon,hand,left,3000
31999,user04,vicon,hand,left,3500
32001,user04,vicon,hand,left,4000
32005,user04,vicon,foot,right,3000
32008,user04,vicon,foot,right,3000
32012,user04,vicon,foot,right,3000
32015,user04,vicon,foot,right,3000
32018,user04,vicon,foot,right,3000
32019,user04,vicon,foot,right,3500
32023,user04,vicon,foot,right,3500
32029,user04,vicon,foot,right,3500
32033,user04,vicon,foot,right,3500
32041,user04,vicon,foot,right,4000
32042,user04,vicon,foot,right,4000
32045,user04,vicon,foot,right,4000
32047,user04,vicon,foot,right,4000
32049,user04,vicon,hand,right,3000
32050,user04,vicon,hand,right,3000
32051,user04,vicon,hand,right,3000
32054,user04,vicon,hand,right,3000
32055,user04,vicon,hand,right,3000
32059,user04,vicon,hand,right,3000
32062,user04,vicon,hand,right,3000
32066,user04,vicon,hand,right,3500
32067,user04,vicon,hand,right,3500
32070,user04,vicon,hand,right,3500
32074,user04,vicon,hand,right,3500
32075,user04,vicon,hand,right,3500
32076,user04,vicon,hand,right,3500
32077,user04,vicon,hand,right,4000
32083,user04,vicon,hand,right,4000
32085,user04,vicon,hand,right,4000
32087,user04,vicon,hand,right,4000
32090,user04,smartwatch,hand,left,3000
32094,user04,smartwatch,hand,left,3000
32095,user04,smartwatch,hand,left,3000
32098,user04,smartwatch,hand,left,3000
32101,user04,smartwatch,hand,left,3000
32103,user04,smartwatch,hand,left,3000
32105,user04,smartwatch,hand,left,3000
32106,user04,smartwatch,hand,left,3000
32110,user04,smartwatch,hand,left,3000
32116,user04,smartwatch,hand,left,3000
32117,user04,smartwatch,hand,left,3000
32128,user04,smartwatch,hand,left,3000
32131,user04,smartwatch,hand,left,3000
32135,user04,smartwatch,hand,left,3000
32142,user04,smartwatch,hand,left,3000
32145,user04,smartwatch,hand,left,3000
32152,user04,smartwatch,hand,left,3000
32153,user04,smartwatch,hand,left,3000
32162,user04,smartwatch,hand,left,3500
32170,user04,smartwatch,hand,left,3500
32172,user04,smartwatch,hand,left,3500
32174,user04,smartwatch,hand,left,3500
32178,user04,smartwatch,hand,left,3500
32180,user04,smartwatch,hand,left,3500
32184,user04,smartwatch,hand,left,3500
32185,user04,smartwatch,hand,left,3500
32187,user04,smartwatch,hand,left,3500
32191,user04,smartwatch,hand,left,3500
32198,user04,smartwatch,hand,left,3500
32204,user04,smartwatch,hand,left,3500
32205,user04,smartwatch,hand,left,3500
32207,user04,smartwatch,hand,left,3500
32209,user04,smartwatch,hand,left,3500
32213,user04,smartwatch,hand,left,3500
32215,user04,smartwatch,hand,left,3500
32216,user04,smartwatch,hand,left,3500
32217,user04,smartwatch,hand,left,3500
32220,user04,smartwatch,hand,left,3500
32226,user04,smartwatch,hand,left,3500
32227,user04,smartwatch,hand,left,4000
32229,user04,smartwatch,hand,left,4000
32230,user04,smartwatch,hand,left,4000
32232,user04,smartwatch,hand,left,4000
32233,user04,smartwatch,hand,left,4000
32234,user04,smartwatch,hand,left,4000
32240,user04,smartwatch,hand,left,4000
32245,user04,smartwatch,hand,left,4000
32246,user04,smartwatch,hand,left,4000
32249,user04,smartwatch,hand,left,4000
32251,user04,smartwatch,hand,left,4000
32252,user04,smartwatch,hand,left,4000
32257,user04,smartwatch,hand,left,4000
32259,user04,smartwatch,hand,left,4000
32260,user04,smartwatch,hand,left,4000
32264,user04,smartwatch,hand,left,4000
32265,user04,smartwatch,hand,left,4000
32266,user04,smartwatch,hand,left,4000
32271,user04,smartwatch,hand,left,4000
32276,user04,smartwatch,hand,left,4000
32277,user04,smartwatch,hand,left,4000
32278,user04,smartwatch,hand,left,4000
32289,user04,smartwatch,hand,left,4000
32290,user04,smartwatch,hand,left,4000
32291,user04,smartwatch,hand,left,4000
32295,user04,smartwatch,hand,right,3000
32296,user04,smartwatch,hand,right,3000
32299,user04,smartwatch,hand,right,3000
32301,user04,smartwatch,hand,right,3000
32302,user04,smartwatch,hand,right,3000
32306,user04,smartwatch,hand,right,3000
32307,user04,smartwatch,hand,right,3000
32310,user04,smartwatch,hand,right,3000
32312,user04,smartwatch,hand,right,3000
32314,user04,smartwatch,hand,right,3000
32318,user04,smartwatch,hand,right,3000
32319,user04,smartwatch,hand,right,3000
32320,user04,smartwatch,hand,right,3000
32323,user04,smartwatch,hand,right,3000
32330,user04,smartwatch,hand,right,3000
32331,user04,smartwatch,hand,right,3000
32336,user04,smartwatch,hand,right,3000
32341,user04,smartwatch,hand,right,3000
32342,user04,smartwatch,hand,right,3000
32345,user04,smartwatch,hand,right,3000
32346,user04,smartwatch,hand,right,3000
32347,user04,smartwatch,hand,right,3000
32349,user04,smartwatch,hand,right,3000
32352,user04,smartwatch,hand,right,3000
32356,user04,smartwatch,hand,right,3000
32360,user04,smartwatch,hand,right,3500
32370,user04,smartwatch,hand,right,3500
32378,user04,smartwatch,hand,right,3500
32380,user04,smartwatch,hand,right,3500
32385,user04,smartwatch,hand,right,3500
32386,user04,smartwatch,hand,right,3500
32387,user04,smartwatch,hand,right,3500
32389,user04,smartwatch,hand,right,3500
32390,user04,smartwatch,hand,right,3500
32391,user04,smartwatch,hand,right,3500
32394,user04,smartwatch,hand,right,3500
32401,user04,smartwatch,hand,right,3500
32402,user04,smartwatch,hand,right,3500
32409,user04,smartwatch,hand,right,3500
32410,user04,smartwatch,hand,right,3500
32412,user04,smartwatch,hand,right,3500
32414,user04,smartwatch,hand,right,3500
32415,user04,smartwatch,hand,right,3500
32425,user04,smartwatch,hand,right,4000
32426,user04,smartwatch,hand,right,4000
32427,user04,smartwatch,hand,right,4000
32429,user04,smartwatch,hand,right,4000
32431,user04,smartwatch,hand,right,4000
32436,user04,smartwatch,hand,right,4000
32440,user04,smartwatch,hand,right,4000
32442,user04,smartwatch,hand,right,4000
32444,user04,smartwatch,hand,right,4000
32446,user04,smartwatch,hand,right,4000
32447,user04,smartwatch,hand,right,4000
32448,user04,smartwatch,hand,right,4000
32453,user04,smartwatch,hand,right,4000
32457,user04,smartwatch,hand,right,4000
32460,user04,smartwatch,hand,right,4000
32461,user04,smartwatch,hand,right,4000
32462,user04,smartwatch,hand,right,4000
32463,user04,smartwatch,hand,right,4000
32464,user04,smartwatch,hand,right,4000
32468,user04,smartwatch,hand,right,4000
32469,user04,smartwatch,hand,right,4000
32472,user04,smartwatch,hand,right,4000
32474,user04,smartwatch,hand,right,4000
32475,user04,smartwatch,hand,right,4000
32482,user04,smartwatch,hand,right,4000
32498,user04,vicon,foot,right,3500
32501,user04,vicon,foot,right,3500
32505,user04,vicon,foot,right,3500
32508,user04,vicon,foot,right,4000
32515,user04,vicon,foot,right,4000
32516,user04,vicon,foot,right,4000
32519,user04,vicon,hand,right,3000
32522,user04,vicon,hand,right,3000
32523,user04,vicon,hand,right,3000
32529,user04,vicon,hand,right,3000
32531,user04,vicon,hand,right,3000
32535,user04,vicon,hand,right,3500
32536,user04,vicon,hand,right,3500
32539,user04,vicon,hand,right,3500
32540,user04,vicon,hand,right,3500
32541,user04,vicon,hand,right,3500
32542,user04,vicon,hand,right,3500
32543,user04,vicon,hand,right,3500
32545,user04,vicon,hand,right,3500
32546,user04,vicon,hand,right,3500
32554,user04,vicon,hand,right,4000
32558,user04,vicon,hand,right,4000
32559,user04,vicon,hand,right,4000
32560,user04,vicon,hand,right,4000
32567,user04,vicon,hand,right,4000
32572,user04,smartwatch,hand,right,3000
32576,user04,smartwatch,hand,right,3500
32578,user04,smartwatch,hand,right,3500
32581,user04,smartwatch,hand,right,4000
32583,user04,smartwatch,hand,right,4000
32585,user04,smartwatch,hand,right,4000
32591,user04,smartwatch,hand,right,3500
32594,user04,smartwatch,hand,right,4000
32596,user04,smartwatch,hand,right,3000
32597,user04,smartwatch,hand,right,3000
32599,user04,smartwatch,hand,right,3000
32601,user04,smartwatch,hand,right,3000
32602,user04,smartwatch,hand,right,3000
32613,user04,smartwatch,hand,right,4000
32619,user04,smartwatch,hand,right,4000
32621,user04,smartwatch,hand,right,3000
32628,user04,smartwatch,hand,right,3500
32633,user04,smartwatch,hand,right,3500
32637,user04,smartwatch,hand,right,4000
32639,user04,smartwatch,hand,right,4000
32640,user04,smartwatch,hand,right,4000
32642,user04,smartwatch,hand,right,3000
32644,user04,smartwatch,hand,right,3000
32645,user04,smartwatch,hand,right,3000
32646,user04,smartwatch,hand,right,3500
32650,user04,smartwatch,hand,right,4000
32657,user04,smartwatch,hand,right,3000
32658,user04,smartwatch,hand,right,3000
32662,user04,smartwatch,hand,right,3500
32666,user04,smartwatch,hand,right,4000
32669,user04,smartwatch,hand,right,4000
32670,user04,smartwatch,hand,right,3000
32673,user04,smartwatch,hand,right,3000
32675,user04,smartwatch,hand,right,3000
32679,user04,smartwatch,hand,right,3500
32683,user04,smartwatch,hand,right,3500
32684,user04,smartwatch,hand,right,3500
32686,user04,smartwatch,hand,right,3500
32687,user04,smartwatch,hand,right,4000
32688,user04,smartwatch,hand,right,4000
32689,user04,smartwatch,hand,right,4000
32691,user04,smartwatch,hand,right,4000
32696,user04,smartwatch,hand,right,3000
32699,user04,smartwatch,hand,right,3000
32703,user04,smartwatch,hand,right,3500
32707,user04,smartwatch,hand,right,3500
32709,user04,smartwatch,hand,right,3500
32713,user04,smartwatch,hand,right,4000
32721,user04,smartwatch,hand,left,3000
32722,user04,smartwatch,hand,left,3000
32723,user04,smartwatch,hand,left,3000
32726,user04,smartwatch,hand,left,3000
32727,user04,smartwatch,hand,left,3000
32729,user04,smartwatch,hand,left,3000
32736,user04,smartwatch,hand,left,3000
32737,user04,smartwatch,hand,left,3000
32740,user04,smartwatch,hand,left,3000
32742,user04,smartwatch,hand,left,3000
32749,user04,smartwatch,hand,left,3500
32751,user04,smartwatch,hand,left,3500
32756,user04,smartwatch,hand,left,3500
32761,user04,smartwatch,hand,left,3500
32770,user04,smartwatch,hand,left,3500
32771,user04,smartwatch,hand,left,3500
32774,user04,smartwatch,hand,left,3500
32784,user04,smartwatch,hand,left,4000
32786,user04,smartwatch,hand,left,4000
32788,user04,smartwatch,hand,left,4000
32790,user04,smartwatch,hand,left,4000
32796,user04,smartwatch,hand,left,4000
32798,user04,smartwatch,hand,left,4000
32803,user04,smartwatch,hand,left,4000
32805,user04,smartwatch,hand,left,4000
32806,user04,smartwatch,hand,left,4000
32811,user04,smartwatch,hand,right,3000
32812,user04,smartwatch,hand,right,3000
32814,user04,smartwatch,hand,right,3000
32819,user04,smartwatch,hand,right,3000
32824,user04,smartwatch,hand,right,3000
32829,user04,smartwatch,hand,right,3000
32830,user04,smartwatch,hand,right,3000
32832,user04,smartwatch,hand,right,3000
32835,user04,smartwatch,hand,right,3000
32836,user04,smartwatch,hand,right,3000
32840,user04,smartwatch,hand,right,3500
32841,user04,smartwatch,hand,right,3500
32845,user04,smartwatch,hand,right,3500
32846,user04,smartwatch,hand,right,3500
32847,user04,smartwatch,hand,right,3500
32849,user04,smartwatch,hand,right,3500
32850,user04,smartwatch,hand,right,3500
32851,user04,smartwatch,hand,right,3500
32852,user04,smartwatch,hand,right,3500
32857,user04,smartwatch,hand,right,3500
32862,user04,smartwatch,hand,right,3500
32865,user04,smartwatch,hand,right,3500
32866,user04,smartwatch,hand,right,3500
32867,user04,smartwatch,hand,right,4000
32869,user04,smartwatch,hand,right,4000
32870,user04,smartwatch,hand,right,4000
32871,user04,smartwatch,hand,right,4000
32879,user04,smartwatch,hand,right,4000
32880,user04,smartwatch,hand,right,4000
32881,user04,smartwatch,hand,right,4000
32883,user04,smartwatch,hand,right,4000
32884,user04,smartwatch,hand,right,4000
32889,user04,smartwatch,hand,right,4000
32890,user04,smartwatch,hand,right,4000
32891,user04,smartwatch,hand,right,4000
32892,user04,smartwatch,hand,right,4000
32894,user04,smartwatch,hand,right,4000
32897,user04,vicon,foot,left,3500
32900,user04,vicon,hand,left,3000
32902,user04,vicon,hand,left,3000
32905,user04,vicon,hand,left,3500
32906,user04,vicon,hand,left,3500
32907,user04,vicon,hand,left,3500
32911,user04,vicon,hand,left,4000
32913,user04,vicon,hand,left,4000
32914,user04,vicon,hand,left,4000
32918,user04,vicon,hand,right,3000
32919,user04,vicon,hand,right,3000
32922,user04,vicon,hand,right,3500
32926,user04,vicon,hand,right,3500
32928,user04,vicon,hand,right,4000
32929,user04,vicon,hand,right,4000
32936,user04,smartwatch,hand,left,3000
32941,user04,smartwatch,hand,left,3000
32947,user04,smartwatch,hand,left,3000
32948,user04,smartwatch,hand,left,3000
32949,user04,smartwatch,hand,left,3000
32955,user04,smartwatch,hand,left,3000
32958,user04,smartwatch,hand,left,3000
32959,user04,smartwatch,hand,left,3000
32962,user04,smartwatch,hand,left,3000
32963,user04,smartwatch,hand,left,3000
32967,user04,smartwatch,hand,left,3000
32969,user04,smartwatch,hand,left,3000
32970,user04,smartwatch,hand,left,3000
32972,user04,smartwatch,hand,left,3000
32973,user04,smartwatch,hand,left,3000
32974,user04,smartwatch,hand,left,3000
32976,user04,smartwatch,hand,left,3000
32977,user04,smartwatch,hand,left,3000
32980,user04,smartwatch,hand,left,3000
32982,user04,smartwatch,hand,left,3000
32983,user04,smartwatch,hand,left,3000
32985,user04,smartwatch,hand,left,3000
32989,user04,smartwatch,hand,left,3000
32993,user04,smartwatch,hand,left,3000
32994,user04,smartwatch,hand,left,3000
32997,user04,smartwatch,hand,left,3000
33007,user04,smartwatch,hand,left,3000
33012,user04,smartwatch,hand,left,3000
33013,user04,smartwatch,hand,left,3000
33014,user04,smartwatch,hand,left,3000
33017,user04,smartwatch,hand,left,3000
33018,user04,smartwatch,hand,left,3000
33019,user04,smartwatch,hand,left,3000
33020,user04,smartwatch,hand,left,3000
33022,user04,smartwatch,hand,left,3000
33023,user04,smartwatch,hand,left,3000
33024,user04,smartwatch,hand,left,3000
33033,user04,smartwatch,hand,left,3500
33034,user04,smartwatch,hand,left,3500
33041,user04,smartwatch,hand,left,3500
33046,user04,smartwatch,hand,left,3500
33048,user04,smartwatch,hand,left,3500
33052,user04,smartwatch,hand,left,3500
33055,user04,smartwatch,hand,left,3500
33056,user04,smartwatch,hand,left,3500
33059,user04,smartwatch,hand,left,3500
33060,user04,smartwatch,hand,left,3500
33063,user04,smartwatch,hand,left,3500
33064,user04,smartwatch,hand,left,3500
33065,user04,smartwatch,hand,left,3500
33068,user04,smartwatch,hand,left,3500
33074,user04,smartwatch,hand,left,3500
33078,user04,smartwatch,hand,left,3500
33085,user04,smartwatch,hand,left,3500
33087,user04,smartwatch,hand,left,3500
33090,user04,smartwatch,hand,left,3500
33103,user04,smartwatch,hand,left,3500
33105,user04,smartwatch,hand,left,3500
33107,user04,smartwatch,hand,left,3500
33108,user04,smartwatch,hand,left,3500
33112,user04,smartwatch,hand,left,3500
33113,user04,smartwatch,hand,left,3500
33114,user04,smartwatch,hand,left,3500
33119,user04,smartwatch,hand,left,3500
33123,user04,smartwatch,hand,left,4000
33124,user04,smartwatch,hand,left,4000
33126,user04,smartwatch,hand,left,4000
33130,user04,smartwatch,hand,left,4000
33132,user04,smartwatch,hand,left,4000
33135,user04,smartwatch,hand,left,4000
33139,user04,smartwatch,hand,left,4000
33155,user04,smartwatch,hand,left,4000
33158,user04,smartwatch,hand,left,4000
33165,user04,smartwatch,hand,left,4000
33168,user04,smartwatch,hand,left,4000
33169,user04,smartwatch,hand,left,4000
33175,user04,smartwatch,hand,left,4000
33177,user04,smartwatch,hand,left,4000
33182,user04,smartwatch,hand,left,4000
33183,user04,smartwatch,hand,left,4000
33187,user04,smartwatch,hand,left,4000
33189,user04,smartwatch,hand,left,4000
33199,user04,smartwatch,hand,left,4000
33200,user04,smartwatch,hand,left,4000
33201,user04,smartwatch,hand,left,4000
33206,user04,smartwatch,hand,left,4000
33207,user04,smartwatch,hand,left,4000
33211,user04,smartwatch,hand,left,4000
33212,user04,smartwatch,hand,left,4000
33213,user04,smartwatch,hand,right,3000
33215,user04,smartwatch,hand,right,3000
33217,user04,smartwatch,hand,right,3000
33218,user04,smartwatch,hand,right,3000
33219,user04,smartwatch,hand,right,3000
33223,user04,smartwatch,hand,right,3000
33224,user04,smartwatch,hand,right,3000
33227,user04,smartwatch,hand,right,3000
33229,user04,smartwatch,hand,right,3000
33230,user04,smartwatch,hand,right,3000
33235,user04,smartwatch,hand,right,3000
33236,user04,smartwatch,hand,right,3000
33242,user04,smartwatch,hand,right,3000
33243,user04,smartwatch,hand,right,3000
33244,user04,smartwatch,hand,right,3000
33245,user04,smartwatch,hand,right,3000
33249,user04,smartwatch,hand,right,3000
33251,user04,smartwatch,hand,right,3000
33258,user04,smartwatch,hand,right,3000
33260,user04,smartwatch,hand,right,3000
33269,user04,smartwatch,hand,right,3000
33271,user04,smartwatch,hand,right,3000
33279,user04,smartwatch,hand,right,3000
33303,user04,smartwatch,hand,right,3000
33305,user04,smartwatch,hand,right,3000
33306,user04,smartwatch,hand,right,3000
33307,user04,smartwatch,hand,right,3500
33310,user04,smartwatch,hand,right,3500
33316,user04,smartwatch,hand,right,3500
33321,user04,smartwatch,hand,right,3500
33323,user04,smartwatch,hand,right,3500
33327,user04,smartwatch,hand,right,3500
33335,user04,smartwatch,hand,right,3500
33336,user04,smartwatch,hand,right,3500
33338,user04,smartwatch,hand,right,3500
33342,user04,smartwatch,hand,right,3500
33343,user04,smartwatch,hand,right,3500
33344,user04,smartwatch,hand,right,3500
33347,user04,smartwatch,hand,right,3500
33349,user04,smartwatch,hand,right,3500
33352,user04,smartwatch,hand,right,3500
33355,user04,smartwatch,hand,right,3500
33357,user04,smartwatch,hand,right,3500
33359,user04,smartwatch,hand,right,3500
33360,user04,smartwatch,hand,right,3500
33365,user04,smartwatch,hand,right,3500
33370,user04,smartwatch,hand,right,3500
33371,user04,smartwatch,hand,right,3500
33372,user04,smartwatch,hand,right,3500
33374,user04,smartwatch,hand,right,3500
33376,user04,smartwatch,hand,right,3500
33380,user04,smartwatch,hand,right,3500
33381,user04,smartwatch,hand,right,3500
33382,user04,smartwatch,hand,right,3500
33388,user04,smartwatch,hand,right,3500
33391,user04,smartwatch,hand,right,3500
33394,user04,smartwatch,hand,right,3500
33396,user04,smartwatch,hand,right,3500
33397,user04,smartwatch,hand,right,3500
33401,user04,smartwatch,hand,right,4000
33404,user04,smartwatch,hand,right,4000
33406,user04,smartwatch,hand,right,4000
33407,user04,smartwatch,hand,right,4000
33409,user04,smartwatch,hand,right,4000
33410,user04,smartwatch,hand,right,4000
33411,user04,smartwatch,hand,right,4000
33413,user04,smartwatch,hand,right,4000
33416,user04,smartwatch,hand,right,4000
33425,user04,smartwatch,hand,right,4000
33427,user04,smartwatch,hand,right,4000
33431,user04,smartwatch,hand,right,4000
33434,user04,smartwatch,hand,right,4000
33438,user04,smartwatch,hand,right,4000
33439,user04,smartwatch,hand,right,4000
33441,user04,smartwatch,hand,right,4000
33442,user04,smartwatch,hand,right,4000
33453,user04,smartwatch,hand,right,4000
33454,user04,smartwatch,hand,right,4000
33460,user04,smartwatch,hand,right,4000
33465,user04,smartwatch,hand,right,4000
33466,user04,smartwatch,hand,right,4000
33468,user04,smartwatch,hand,right,4000
33469,user04,smartwatch,hand,right,4000
33473,user04,smartwatch,hand,right,4000
33474,user04,smartwatch,hand,right,4000
33475,user04,smartwatch,hand,right,4000
33481,user04,smartwatch,hand,right,4000
33483,user04,smartwatch,hand,right,4000
33490,user04,smartwatch,hand,right,4000
33491,user04,smartwatch,hand,right,4000
33496,user04,vicon,foot,left,3000
33500,user04,vicon,foot,left,3000
33502,user04,vicon,foot,left,3000
33503,user04,vicon,foot,left,3000
33505,user04,vicon,foot,left,3000
33511,user04,vicon,foot,left,3000
33512,user04,vicon,foot,left,3000
33515,user04,vicon,foot,left,3000
33516,user04,vicon,foot,left,3500
33517,user04,vicon,foot,left,3500
33518,user04,vicon,foot,left,3500
33520,user04,vicon,foot,left,3500
33529,user04,vicon,foot,left,3500
33531,user04,vicon,foot,left,3500
33532,user04,vicon,foot,left,3500
33533,user04,vicon,foot,left,3500
33539,user04,vicon,foot,left,4000
33542,user04,vicon,foot,left,4000
33543,user04,vicon,foot,left,4000
33545,user04,vicon,foot,left,4000
33550,user04,vicon,foot,left,4000
33554,user04,vicon,foot,left,4000
33555,user04,vicon,foot,left,4000
33559,user04,vicon,foot,left,4000
33564,user04,vicon,hand,left,3000
33567,user04,vicon,hand,left,3000
33570,user04,vicon,hand,left,3000
33571,user04,vicon,hand,left,3000
33576,user04,vicon,hand,left,3000
33577,user04,vicon,hand,left,3000
33585,user04,vicon,hand,left,3500
33586,user04,vicon,hand,left,3500
33587,user04,vicon,hand,left,3500
33588,user04,vicon,hand,left,3500
33592,user04,vicon,hand,left,3500
33594,user04,vicon,hand,left,3500
33595,user04,vicon,hand,left,3500
33597,user04,vicon,hand,left,3500
33601,user04,vicon,hand,left,3500
33608,user04,vicon,hand,left,4000
33609,user04,vicon,hand,left,4000
33612,user04,vicon,hand,left,4000
33615,user04,vicon,hand,left,4000
33617,user04,vicon,hand,left,4000
33618,user04,vicon,hand,left,4000
33619,user04,vicon,hand,left,4000
33624,user04,vicon,hand,left,4000
33630,user04,vicon,foot,right,3000
33632,user04,vicon,foot,right,3000
33634,user04,vicon,foot,right,3000
33635,user04,vicon,foot,right,3000
33636,user04,vicon,foot,right,3000
33640,user04,vicon,foot,right,3000
33642,user04,vicon,foot,right,3000
33644,user04,vicon,foot,right,3000
33648,user04,vicon,foot,right,3000
33653,user04,vicon,foot,right,3000
33654,user04,vicon,foot,right,3000
33655,user04,vicon,foot,right,3000
33656,user04,vicon,foot,right,3000
33665,user04,vicon,foot,right,3500
33672,user04,vicon,foot,right,3500
33673,user04,vicon,foot,right,3500
33675,user04,vicon,foot,right,3500
33681,user04,vicon,foot,right,3500
33683,user04,vicon,foot,right,4000
33686,user04,vicon,foot,right,4000
33687,user04,vicon,foot,right,4000
33688,user04,vicon,foot,right,4000
33691,user04,vicon,foot,right,4000
33694,user04,vicon,foot,right,4000
33697,user04,vicon,foot,right,4000
33698,user04,vicon,foot,right,4000
33702,user04,vicon,foot,right,4000
33707,user04,vicon,foot,right,4000
33708,user04,vicon,hand,right,3000
33710,user04,vicon,hand,right,3000
33711,user04,vicon,hand,right,3000
33712,user04,vicon,hand,right,3000
33716,user04,vicon,hand,right,3000
33723,user04,vicon,hand,right,3000
33729,user04,vicon,hand,right,3000
33734,user04,vicon,hand,right,3500
33738,user04,vicon,hand,right,3500
33740,user04,vicon,hand,right,3500
33742,user04,vicon,hand,right,3500
33746,user04,vicon,hand,right,3500
33748,user04,vicon,hand,right,3500
33749,user04,vicon,hand,right,3500
33750,user04,vicon,hand,right,3500
33756,user04,vicon,hand,right,4000
33762,user04,vicon,hand,right,4000
33765,user04,vicon,hand,right,4000
